City,State,lat,lon
Gladwin,Michigan,43.9837,-84.4876
Cadiz,Ohio,40.2644,-80.998
El Lago,Texas,29.5731,-95.044
Cornwall-on-Hudson,New York,41.4369,-74.0145
Needville,Texas,29.3957,-95.8386
Doylestown,Ohio,40.97,-81.6954
Beach City,Texas,29.7269,-94.8549
Wallburg,North Carolina,36.0088,-80.1453
Port Aransas,Texas,27.8102,-97.0875
Burnettown,South Carolina,33.5186,-81.8635
Wareham Center,Massachusetts,41.7498,-70.7207
Greenwood Lake,New York,41.2214,-74.2892
Williamson,West Virginia,37.6741,-82.2709
Wormleysburg,Pennsylvania,40.2604,-76.9094
Sherrill,New York,43.0704,-75.5993
Lake City,Georgia,33.6065,-84.3411
Canton,South Dakota,43.3032,-96.5848
Kenova,West Virginia,38.4026,-82.5822
Heavener,Oklahoma,34.8919,-94.6075
Springtown,Texas,32.9693,-97.6804
Dadeville,Alabama,32.8326,-85.7675
Welch,West Virginia,37.4455,-81.5721
Harbor Bluffs,Florida,27.9081,-82.827
Lake Nacimiento,California,35.7308,-120.8695
Crown Heights,New York,41.6416,-73.9287
Beechwood Trails,Ohio,40.0251,-82.6463
Cut Bank,Montana,48.6344,-112.3304
Celada,Puerto Rico,18.2667,-65.9621
Stirling,New Jersey,40.6782,-74.4936
Barbourville,Kentucky,36.8667,-83.885
Oostburg,Wisconsin,43.6237,-87.7888
Chattahoochee Hills,Georgia,33.5694,-84.7441
Keowee Key,South Carolina,34.8257,-82.9158
Bad Axe,Michigan,43.8043,-82.9985
Windermere,Florida,28.5028,-81.5377
Port Ludlow,Washington,47.9101,-122.7006
Meadowood,Pennsylvania,40.8443,-79.8939
Mount Morris,Illinois,42.0484,-89.4294
Bethany,Missouri,40.2684,-94.0282
Oak Ridge North,Texas,30.157,-95.4421
Sloatsburg,New York,41.162,-74.1902
Shark River Hills,New Jersey,40.1923,-74.0463
Bishopville,South Carolina,34.2202,-80.2483
Delphi,Indiana,40.5834,-86.6668
Bethel Acres,Oklahoma,35.3048,-97.037
Chaffee,Missouri,37.1812,-89.6615
Walbridge,Ohio,41.5864,-83.493
Cliffwood Beach,New Jersey,40.4427,-74.2179
Bal Harbour,Florida,25.8935,-80.1258
Bakerstown,Pennsylvania,40.6538,-79.9394
Dixmoor,Illinois,41.633,-87.6673
Sale Creek,Tennessee,35.3894,-85.0874
Littleton Common,Massachusetts,42.5352,-71.4727
Raymond,Washington,46.6839,-123.738
Minster,Ohio,40.3947,-84.3789
Hudson Bend,Texas,30.414,-97.928
Checotah,Oklahoma,35.482,-95.5224
Walsenburg,Colorado,37.6307,-104.7818
Hortonville,Wisconsin,44.3368,-88.6361
Port Richey,Florida,28.2759,-82.7254
Mount Hope,New Jersey,40.9182,-74.5508
Eunice,New Mexico,32.4461,-103.1986
Old Hill,Connecticut,41.1491,-73.3764
San Andreas,California,38.1911,-120.6763
Central City,Nebraska,41.1134,-98.0008
Lake Junaluska,North Carolina,35.5305,-82.9749
Overton,Texas,32.2759,-94.9726
Long Neck,Delaware,38.6205,-75.1529
Bermuda Run,North Carolina,36.0041,-80.4306
East Newark,New Jersey,40.751,-74.1623
Olney,Texas,33.3644,-98.7585
Double Oak,Texas,33.0633,-97.1117
Moorefield,West Virginia,39.0675,-78.9623
Bushnell,Florida,28.686,-82.1165
Stallion Springs,California,35.0922,-118.6586
East Prairie,Missouri,36.7789,-89.3837
Georgetown,California,38.9112,-120.8356
Pine Mountain Lake,California,37.8599,-120.1844
Milaca,Minnesota,45.7574,-93.6513
Huguley,Alabama,32.8431,-85.2396
Genoa City,Wisconsin,42.5065,-88.3192
Belle Meade,Tennessee,36.0994,-86.8562
Potterville,Michigan,42.6299,-84.7433
Richville,Ohio,40.7529,-81.4684
Green Level,North Carolina,36.1233,-79.3463
Kekaha,Hawaii,21.9684,-159.7141
Haskell,Texas,33.1597,-99.732
Longtown,Oklahoma,35.2408,-95.5176
Mount Vernon,Texas,33.176,-95.2253
Ellsworth,Kansas,38.7327,-98.2285
K. I. Sawyer,Michigan,46.3299,-87.3673
Lake Delta,New York,43.2893,-75.4672
Calais,Maine,45.134,-67.224
Brownstown,Indiana,38.879,-86.0478
Drum Point,Maryland,38.3324,-76.4307
Lake Arrowhead,Maine,43.6634,-70.7382
Dresden,Tennessee,36.279,-88.694
Mississippi State,Mississippi,33.4516,-88.7912
West Simsbury,Connecticut,41.8757,-72.845
Lucerne,California,39.0698,-122.7746
Kelly Ridge,California,39.5289,-121.4662
Big Lake,Texas,31.1941,-101.4534
Girard,Pennsylvania,42.0042,-80.3192
Nocona,Texas,33.7835,-97.7302
Combes,Texas,26.2448,-97.7257
Wallace,Florida,30.6746,-87.1996
Orwigsburg,Pennsylvania,40.6541,-76.104
Monroe City,Missouri,39.6542,-91.7327
Moline Acres,Missouri,38.7456,-90.243
Millen,Georgia,32.8071,-81.9423
Clinton,Michigan,42.0699,-83.9687
Mountville,Pennsylvania,40.0402,-76.4339
Williamstown,West Virginia,39.3987,-81.4549
Tutwiler,Mississippi,34.0172,-90.4333
DeWitt,Arkansas,34.2874,-91.3383
Minden,Nebraska,40.4981,-98.9672
St. Paul,Missouri,38.8486,-90.7406
Okanogan,Washington,48.3673,-119.578
Annetta,Texas,32.6938,-97.6581
Gramercy,Louisiana,30.061,-90.6929
Iron River,Michigan,46.0966,-88.6396
Castle Point,Missouri,38.7568,-90.2485
Lead,South Dakota,44.3528,-103.7671
Lakewood,New York,42.0992,-79.3201
Somerset,Wisconsin,45.1257,-92.6731
Bayview,California,40.7654,-124.1787
Smithsburg,Maryland,39.6559,-77.575
North Lakeport,California,39.0883,-122.9053
Baltimore,Ohio,39.846,-82.6046
DeCordova,Texas,32.428,-97.6911
Indialantic,Florida,28.0871,-80.57
Jacksonville,Oregon,42.3127,-122.9692
Eagle Lake,Florida,27.976,-81.7573
Braddock Heights,Maryland,39.4117,-77.4991
Unadilla,Georgia,32.2583,-83.7356
Green Forest,Arkansas,36.3347,-93.431
Kenhorst,Pennsylvania,40.3069,-75.9438
Chickamauga,Georgia,34.8753,-85.2885
Valley,Nebraska,41.3148,-96.3566
North Shore,California,33.5157,-115.9092
David City,Nebraska,41.2578,-97.1282
Lawnside,New Jersey,39.8673,-75.0289
Onalaska,Texas,30.8209,-95.1111
Newton,Illinois,38.9872,-88.1643
Mamou,Louisiana,30.6349,-92.4179
Daleville,Virginia,37.415,-79.9132
Belville,North Carolina,34.219,-77.9976
Tishomingo,Oklahoma,34.2388,-96.683
Granite Quarry,North Carolina,35.6131,-80.4489
Rothsville,Pennsylvania,40.1532,-76.2473
Little Flock,Arkansas,36.3853,-94.1363
East Dublin,Georgia,32.5468,-82.8675
Sunset,Louisiana,30.4083,-92.0644
Union City,Pennsylvania,41.897,-79.8437
Wise,Virginia,36.9767,-82.5809
Naples,Utah,40.4317,-109.4913
Canterwood,Washington,47.3765,-122.6021
Youngwood,Pennsylvania,40.2443,-79.5811
Parowan,Utah,37.8326,-112.8296
Troy,North Carolina,35.365,-79.8918
Roslyn,New York,40.7991,-73.6491
Tusculum,Tennessee,36.175,-82.7454
Mohave Valley,Arizona,34.9008,-114.5732
Bean Station,Tennessee,36.3323,-83.2852
Villalba,Puerto Rico,18.1278,-66.4819
Gosnell,Arkansas,35.9644,-89.9721
Lakeview Estates,Georgia,33.7047,-84.0367
Hartsdale,New York,41.0154,-73.8036
Bennett,Colorado,39.7366,-104.4286
Ferrysburg,Michigan,43.085,-86.2221
Buckner,Missouri,39.1335,-94.1929
Fowlerville,Michigan,42.6596,-84.0743
Ocean Grove,New Jersey,40.2119,-74.0083
Colwyn,Pennsylvania,39.9119,-75.253
Paddock Lake,Wisconsin,42.5707,-88.1044
Tipton,Missouri,38.6549,-92.7803
North Catasauqua,Pennsylvania,40.664,-75.4741
Casa Conejo,California,34.1848,-118.9445
Fairbanks Ranch,California,32.9919,-117.1859
Hoopa,California,41.0803,-123.6972
Solon,Iowa,41.8055,-91.4961
Portageville,Missouri,36.4295,-89.6993
Green Island,New York,42.7474,-73.6926
Cumberland Center,Maine,43.7982,-70.2541
North Sioux City,South Dakota,42.535,-96.4998
Comunas,Puerto Rico,18.0846,-65.8435
Malabar,Florida,27.9884,-80.5781
Sonora,Texas,30.5707,-100.6423
Kechi,Kansas,37.8234,-97.2891
Escatawpa,Mississippi,30.4912,-88.5495
Millington,New Jersey,40.6763,-74.5159
Frisco,Colorado,39.5791,-106.0915
Louisburg,North Carolina,36.0986,-78.3009
St. Maries,Idaho,47.3146,-116.5723
Williston,Florida,29.374,-82.4579
Lake City,Pennsylvania,42.018,-80.3465
Columbus,Kansas,37.1716,-94.844
Gillespie,Illinois,39.1258,-89.8174
Sisters,Oregon,44.2923,-121.5531
Ajo,Arizona,32.3923,-112.8839
Loíza,Puerto Rico,18.4309,-65.8801
Lakemore,Ohio,41.0215,-81.4263
Bel-Ridge,Missouri,38.7129,-90.3285
Timberville,Virginia,38.6335,-78.7731
Brisas del Campanero,Puerto Rico,18.4316,-66.2261
Seagraves,Texas,32.942,-102.5657
Citrus City,Texas,26.3281,-98.3923
Stamford,Texas,33.0156,-99.6716
Long Lake,Illinois,42.3758,-88.1276
Grenelefe,Florida,28.0579,-81.5538
Aromas,California,36.8771,-121.6404
Crownpoint,New Mexico,35.7173,-108.1432
Seymour,Texas,33.5958,-99.258
Glenville,Connecticut,41.0351,-73.6657
Sublimity,Oregon,44.8294,-122.7923
Lake Wilderness,Virginia,38.3036,-77.7277
Coalfield,Tennessee,36.0219,-84.4414
Castroville,Texas,29.3513,-98.8711
Versailles,Ohio,40.222,-84.4831
Deer Lodge,Montana,46.398,-112.7334
Elkton,Virginia,38.4106,-78.6161
Lochsloy,Washington,48.0598,-122.0411
Brookville,New York,40.8123,-73.5696
Keasbey,New Jersey,40.5143,-74.3078
McCormick,South Carolina,33.9128,-82.2876
Afton,Minnesota,44.9041,-92.8174
Williams Bay,Wisconsin,42.5788,-88.5457
Spearman,Texas,36.1982,-101.1943
Great Neck Estates,New York,40.7857,-73.7396
High Bridge,Washington,47.7968,-122.0281
Frostproof,Florida,27.7494,-81.5252
La Salle,Colorado,40.3484,-104.7062
Mohnton,Pennsylvania,40.2872,-75.987
Tierras Nuevas Poniente,Puerto Rico,18.4614,-66.4891
River Bend,North Carolina,35.0717,-77.1504
Mansfield,Pennsylvania,41.8062,-77.0787
Belmont,Pennsylvania,40.283,-78.8907
Simpsonville,Kentucky,38.2167,-85.3515
Garfield,Texas,30.1961,-97.5514
Alva,Florida,26.7188,-81.6269
Medina,Washington,47.6273,-122.2427
Philippi,West Virginia,39.1488,-80.0417
Cape May,New Jersey,38.9409,-74.9042
Florida,New York,41.3312,-74.3533
El Cerro,New Mexico,34.7807,-106.6955
Hilliard,Florida,30.6866,-81.9212
Lake Orion,Michigan,42.7827,-83.2453
Homestead,Pennsylvania,40.4073,-79.9097
Vails Gate,New York,41.4588,-74.0533
Saylorville,Iowa,41.6809,-93.628
Wilton,Iowa,41.5898,-91.0272
Glenrock,Wyoming,42.8565,-105.8625
Cache,Oklahoma,34.6294,-98.6184
Rancho Santa Fe,California,33.024,-117.1992
Providence,Kentucky,37.3993,-87.7509
Madison,West Virginia,38.0631,-81.8046
Cherryvale,South Carolina,33.9543,-80.4609
Kingston,Washington,47.7927,-122.5078
South Point,Ohio,38.4214,-82.5784
Attica,Indiana,40.2874,-87.2452
Patillas,Puerto Rico,18.0069,-66.0134
Lucedale,Mississippi,30.9312,-88.5959
Williston,South Carolina,33.4018,-81.422
Elm Springs,Arkansas,36.2068,-94.2382
Hampton,South Carolina,32.8676,-81.1093
Chandler,Oklahoma,35.7224,-96.8925
Seven Fields,Pennsylvania,40.6868,-80.0638
Brighton,Alabama,33.4396,-86.9454
Greenfield,Minnesota,45.0997,-93.6884
Madison,Florida,30.4716,-83.413
Culloden,West Virginia,38.4154,-82.0705
Mosheim,Tennessee,36.1955,-82.9655
Woodlynne,New Jersey,39.9167,-75.0957
Commercial Point,Ohio,39.7809,-83.0387
Aspinwall,Pennsylvania,40.4929,-79.9037
Akron,New York,43.018,-78.4978
Oconto Falls,Wisconsin,44.8738,-88.1444
Amery,Wisconsin,45.3045,-92.3635
Flemingsburg,Kentucky,38.4236,-83.7373
Wilkshire Hills,Ohio,40.636,-81.4313
Bar Nunn,Wyoming,42.922,-106.3475
Luyando,Puerto Rico,18.3575,-67.1553
El Paso,Illinois,40.7405,-89.0183
Inman,South Carolina,35.0463,-82.0897
Hartley,California,38.4203,-121.952
Jones,Oklahoma,35.5662,-97.2901
Whitehall,Michigan,43.4003,-86.3405
Dogtown,California,38.2096,-121.1551
Brazoria,Texas,29.0454,-95.567
Onawa,Iowa,42.0265,-96.0909
Womelsdorf,Pennsylvania,40.3655,-76.1864
Shallowater,Texas,33.6901,-101.9893
Burlington,Ohio,38.4099,-82.5283
Springfield,Georgia,32.3636,-81.303
La Luisa,Puerto Rico,18.4488,-66.5078
Eutaw,Alabama,32.8436,-87.8986
Saugatuck,Connecticut,41.1143,-73.3717
Kalama,Washington,46.0164,-122.8402
Big Lake,Alaska,61.526,-149.9721
La Dolores,Puerto Rico,18.3725,-65.8546
Watkinsville,Georgia,33.861,-83.4072
Lido Beach,New York,40.5911,-73.6128
Clayton,New Mexico,36.4426,-103.1574
Grottoes,Virginia,38.2691,-78.8251
Graymoor-Devondale,Kentucky,38.2733,-85.6177
Hamilton,Texas,31.6997,-98.1208
Warren AFB,Wyoming,41.1488,-104.8618
Brighton,Tennessee,35.4813,-89.7353
Butler,Indiana,41.4274,-84.8721
Winner,South Dakota,43.3776,-99.8552
Fayetteville,West Virginia,38.0622,-81.1083
Richmond,Utah,41.9231,-111.8076
Bonny Doon,California,37.0436,-122.137
Greens Farms,Connecticut,41.1264,-73.322
Lake Shastina,California,41.5213,-122.3756
Lake Wynonah,Pennsylvania,40.5879,-76.181
Platteville,Colorado,40.222,-104.834
Montara,California,37.5483,-122.4923
Ridgewood,Illinois,41.534,-88.0436
Pearisburg,Virginia,37.3289,-80.7275
Ford City,Pennsylvania,40.7693,-79.5327
Indian Hills,Kentucky,38.2809,-85.6617
Colonial Heights,Tennessee,36.4853,-82.5069
Wind Gap,Pennsylvania,40.8484,-75.2917
West Monroe,Michigan,41.9143,-83.4317
New Haven,Missouri,38.6048,-91.2179
Marion,Kentucky,37.3321,-88.0795
Elgin,South Carolina,34.6724,-80.7215
Summerset,South Dakota,44.1912,-103.3394
Menlo Park Terrace,New Jersey,40.5534,-74.3243
Mountain Iron,Minnesota,47.5474,-92.6255
Janesville,California,40.2993,-120.5024
Woodside,Pennsylvania,40.2305,-74.8606
Soperton,Georgia,32.3782,-82.5945
West Berlin,New Jersey,39.8104,-74.9407
Santa Rosa,Texas,26.2561,-97.8252
Ross,Ohio,39.3146,-84.6599
Lindsay,Oklahoma,34.8393,-97.6105
Fairfield Harbour,North Carolina,35.0706,-76.9571
Kachina Village,Arizona,35.0947,-111.6928
East Norwich,New York,40.8495,-73.5288
Weed,California,41.4127,-122.3816
Woodville,Texas,30.774,-94.4234
Park View,Iowa,41.6953,-90.5394
Silver Springs,Florida,29.2191,-82.0558
Atkins,Arkansas,35.2414,-92.9465
New Hope,Alabama,34.537,-86.4128
Turley,Oklahoma,36.2472,-95.9655
Tilton Northfield,New Hampshire,43.4444,-71.5924
Chester Heights,Pennsylvania,39.8927,-75.4698
Ithaca,Michigan,43.2911,-84.5956
Sage,California,33.5983,-116.9154
Bloomingdale,Georgia,32.1249,-81.3077
Albany,Indiana,40.3056,-85.2331
Piedmont,Missouri,37.1491,-90.697
Pembroke,North Carolina,34.6766,-79.1935
Fairfield,Texas,31.7183,-96.1697
Piedra Aguza,Puerto Rico,18.0338,-66.4955
Ava,Missouri,36.9547,-92.6662
Pine Grove,California,38.403,-120.6571
Poteet,Texas,29.0373,-98.5728
Eatonville,Washington,46.8682,-122.2697
Hillsville,Virginia,36.7613,-80.7371
Mountain Home AFB,Idaho,43.0496,-115.8655
Clarksville,Texas,33.611,-95.0563
Cordes Lakes,Arizona,34.3103,-112.1073
Norco,Louisiana,29.9986,-90.4036
Aberdeen Proving Ground,Maryland,39.4672,-76.1308
Lakewood,South Carolina,33.8428,-80.3492
Paramount-Long Meadow,Maryland,39.6798,-77.6921
Everson,Washington,48.9125,-122.3507
Buena Vista,Colorado,38.8319,-106.1387
Wendell,Idaho,42.7745,-114.7026
Windsor,Missouri,38.5319,-93.5227
Garden View,Pennsylvania,41.2567,-77.0492
Osage City,Kansas,38.6337,-95.8218
Clever,Missouri,37.0333,-93.4729
Brandenburg,Kentucky,37.9956,-86.1773
Fairfield University,Connecticut,41.159,-73.2571
Lake Success,New York,40.768,-73.7089
Keeseville,New York,44.5035,-73.4812
Pageland,South Carolina,34.772,-80.3897
Lake Wissota,Wisconsin,44.922,-91.3013
Lena,Illinois,42.3786,-89.8218
Oaklawn-Sunview,Kansas,37.6084,-97.2984
Crewe,Virginia,37.1812,-78.1307
Delavan Lake,Wisconsin,42.5992,-88.6176
Sumner,Illinois,38.7196,-87.872
Lockport,Louisiana,29.6443,-90.5324
Yanceyville,North Carolina,36.4101,-79.3356
Wales,Wisconsin,43.0042,-88.374
Union,New Jersey,40.6966,-74.2693
Mendenhall,Mississippi,31.9609,-89.8692
Freemansburg,Pennsylvania,40.628,-75.3401
East Douglas,Massachusetts,42.0779,-71.7121
Homedale,Idaho,43.6154,-116.9379
Taft,Texas,27.98,-97.3928
Holly Hills,Colorado,39.6678,-104.9216
Choccolocco,Alabama,33.6683,-85.7128
Follansbee,West Virginia,40.3385,-80.5975
Aguada,Puerto Rico,18.3803,-67.1884
Lakeland,Georgia,31.0409,-83.0748
Rogers City,Michigan,45.415,-83.8186
Idyllwild-Pine Cove,California,33.7443,-116.7258
Cedar Crest,Massachusetts,42.0764,-70.6613
Shenandoah,Virginia,38.4875,-78.6171
Chauvin,Louisiana,29.4455,-90.5939
Wimberley,Texas,29.9848,-98.0906
Voorheesville,New York,42.6517,-73.9347
Poplarville,Mississippi,30.8391,-89.5306
Davis,Oklahoma,34.4575,-97.1566
Dixon Lane-Meadow Creek,California,37.3864,-118.4153
Caledonia,Minnesota,43.6344,-91.5009
Heyworth,Illinois,40.3138,-88.9928
White Mountain Lake,Arizona,34.3441,-109.9878
Mountain View,Arkansas,35.8635,-92.1041
Weedpatch,California,35.2369,-118.9123
Dodge Center,Minnesota,44.0284,-92.8518
Almont,Michigan,42.9206,-83.0434
Quarryville,Pennsylvania,39.8957,-76.1617
Lula,Georgia,34.3955,-83.6659
Bolivar Peninsula,Texas,29.486,-94.5666
Allendale,South Carolina,33.008,-81.3092
Palermo,New Jersey,39.2333,-74.6859
Lake Helen,Florida,28.983,-81.2309
Denver,North Carolina,35.5344,-81.034
Clarion,Iowa,42.732,-93.7298
Norway,Michigan,45.7997,-87.914
Thermopolis,Wyoming,43.6479,-108.2139
Deep River Center,Connecticut,41.3789,-72.4411
North Pole,Alaska,64.7529,-147.3599
Bushnell,Illinois,40.5518,-90.5046
Federalsburg,Maryland,38.6929,-75.7727
Highlands,California,37.5201,-122.3459
Dakota City,Nebraska,42.4184,-96.4201
Goldstream,Alaska,64.9339,-148.0083
Bayfield,Colorado,37.234,-107.5952
Ranger,Texas,32.4693,-98.6751
Bath,Pennsylvania,40.7279,-75.3919
Lakeside Park,Kentucky,39.0339,-84.5673
Pine Lawn,Missouri,38.6953,-90.2757
Philipsburg,Pennsylvania,40.8952,-78.2146
Desert Aire,Washington,46.6873,-119.931
Verona,Mississippi,34.1907,-88.7204
Springfield,Kentucky,37.6922,-85.2193
Manistique,Michigan,45.9591,-86.2507
Sibley,Iowa,43.4015,-95.743
Calera,Oklahoma,33.9303,-96.4293
Carrabelle,Florida,29.8555,-84.6685
Meadow Oaks,Florida,28.3465,-82.6025
Essex Village,Connecticut,41.3559,-72.3919
Spring Lake,New Jersey,40.1539,-74.0273
North Barrington,Illinois,42.2065,-88.1316
Millersburg,Oregon,44.6779,-123.0691
Norton,Kansas,39.8362,-99.8916
Marietta,Oklahoma,33.936,-97.1248
Westport Village,Connecticut,41.1428,-73.3609
Kingston Springs,Tennessee,36.0842,-87.1039
Huntsville,Arkansas,36.0985,-93.7363
Colfax,Washington,46.9029,-117.34
Kalaeloa,Hawaii,21.3136,-158.065
Donalsonville,Georgia,31.0404,-84.8792
Towanda,Pennsylvania,41.7706,-76.4472
Munsey Park,New York,40.799,-73.6799
Selbyville,Delaware,38.4629,-75.2117
Devola,Ohio,39.4738,-81.468
Kewaunee,Wisconsin,44.4607,-87.5132
Chatfield,Minnesota,43.8445,-92.1829
New Madrid,Missouri,36.5878,-89.5505
Rancho Viejo,Texas,26.0358,-97.5568
South Nyack,New York,41.0797,-73.9127
Bicknell,Indiana,38.7743,-87.3078
Mars Hill,North Carolina,35.8283,-82.549
Montgomery City,Missouri,38.9737,-91.5024
Yadkinville,North Carolina,36.1315,-80.6592
Walworth,Wisconsin,42.5305,-88.5939
South Hutchinson,Kansas,38.0278,-97.9429
Washoe Valley,Nevada,39.2923,-119.7767
Covington,Indiana,40.1408,-87.3917
Fobes Hill,Washington,47.9392,-122.1341
Decherd,Tennessee,35.2156,-86.0757
Mondovi,Wisconsin,44.5712,-91.6668
Aberdeen,Idaho,42.9441,-112.8384
Fairfax,Iowa,41.9283,-91.7791
Eagle Point,Alabama,33.3937,-86.6779
Inwood,West Virginia,39.3538,-78.0552
Abbeville,Georgia,31.9925,-83.3068
Manchester,Pennsylvania,40.0613,-76.7195
Ingenio,Puerto Rico,18.4453,-66.2239
Chuluota,Florida,28.638,-81.1159
Newmanstown,Pennsylvania,40.3515,-76.2117
Round Lake Heights,Illinois,42.3855,-88.1038
St. Helen,Michigan,44.3592,-84.4117
Oasis,California,33.5275,-116.1261
Delta,Ohio,41.5754,-84.0091
Franklin,Michigan,42.5187,-83.303
Keego Harbor,Michigan,42.6088,-83.3442
Ridgemark,California,36.8082,-121.3623
West Ishpeming,Michigan,46.4884,-87.717
Centreville,Alabama,32.9598,-87.1334
Carrizales,Puerto Rico,18.4811,-66.7879
Hillsboro,Kansas,38.3527,-97.1992
Harveys Lake,Pennsylvania,41.3623,-76.0385
Anahola,Hawaii,22.1455,-159.3151
Kings Bay Base,Georgia,30.7985,-81.5628
Galena,Kansas,37.0751,-94.6354
Wilburton,Oklahoma,34.9182,-95.3049
Hawthorne,Nevada,38.5253,-118.626
Edcouch,Texas,26.2937,-97.9631
New Cordell,Oklahoma,35.2968,-98.9838
Navy Yard City,Washington,47.5508,-122.6655
Triana,Alabama,34.5888,-86.7489
Grundy Center,Iowa,42.3637,-92.774
Madrid,Iowa,41.8757,-93.8205
St. Marys,Kansas,39.1942,-96.0643
Cave City,Kentucky,37.14,-85.9646
Munsons Corners,New York,42.5761,-76.2053
West Grove,Pennsylvania,39.8206,-75.8284
Loma Rica,California,39.3204,-121.4038
Kulpmont,Pennsylvania,40.7954,-76.4721
Romoland,California,33.7648,-117.1572
Milton,West Virginia,38.433,-82.1303
Rossmoor,New Jersey,40.3349,-74.4708
Wernersville,Pennsylvania,40.3302,-76.0818
Reed Creek,Georgia,34.4395,-82.9103
Honeoye Falls,New York,42.9557,-77.5902
Bowmansville,Pennsylvania,40.2029,-76.0211
Sutter,California,39.1556,-121.7493
Tool,Texas,32.2803,-96.1725
New Bremen,Ohio,40.4355,-84.3778
Oak Trail Shores,Texas,32.4885,-97.8357
Pennington,New Jersey,40.3262,-74.7908
Pima,Arizona,32.8886,-109.8437
Hamilton,Illinois,40.39,-91.3623
Cordaville,Massachusetts,42.2727,-71.5221
Crest,California,32.8,-116.8671
White River Junction,Vermont,43.6499,-72.329
Angola,New York,42.6379,-79.0295
Arcola,Illinois,39.6833,-88.3013
Moundville,Alabama,32.9968,-87.6272
Lake Cassidy,Washington,48.0639,-122.092
Arlington Heights,Washington,48.2119,-122.063
St. Clair,Pennsylvania,40.7211,-76.1903
East Gaffney,South Carolina,35.0846,-81.6218
Rainier,Washington,46.8917,-122.6866
Statham,Georgia,33.9647,-83.6018
North Crossett,Arkansas,33.1707,-91.9367
Potala Pastillo,Puerto Rico,17.9921,-66.4966
Fallsburg,New York,41.7343,-74.6112
West Brattleboro,Vermont,42.8559,-72.6018
Tainter Lake,Wisconsin,44.9882,-91.8437
Emmitsburg,Maryland,39.7051,-77.3217
Albany,Minnesota,45.6284,-94.5675
Hardinsburg,Kentucky,37.7755,-86.4537
Plainsboro Center,New Jersey,40.3311,-74.5925
New Tazewell,Tennessee,36.4381,-83.6053
Quail Ridge,Florida,28.3451,-82.5535
Perryman,Maryland,39.4632,-76.212
Emma,North Carolina,35.6019,-82.5958
Freer,Texas,27.8823,-98.6178
Capitanejo,Puerto Rico,18.0132,-66.5358
Diamond,Illinois,41.2852,-88.2507
Fayetteville,Pennsylvania,39.9114,-77.5652
Horseheads North,New York,42.1928,-76.8078
Creola,Alabama,30.8906,-88.0132
Hallam,Pennsylvania,40.0024,-76.6041
Grifton,North Carolina,35.3795,-77.4281
Pepperdine University,California,34.0422,-118.7091
Greenville,Delaware,39.778,-75.6046
North Kingsville,Ohio,41.9188,-80.6723
Cokato,Minnesota,45.077,-94.1877
Eastpoint,Florida,29.7543,-84.8695
Riverton,New Jersey,40.0115,-75.0148
Morgantown,Kentucky,37.2174,-86.7001
Licking,Missouri,37.4993,-91.8618
Thomaston,New York,40.7875,-73.7153
Heritage Lake,Indiana,39.7288,-86.7122
Shady Shores,Texas,33.1632,-97.0401
Dade City North,Florida,28.3839,-82.1943
